"_Elapsed_time_","_HR_","_PULSE_","_ABP_","_ABP_Sys_","_ABP_Dias_","_ABP_Mean_","_CVP_","_RESP_","_SpO2_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"0.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
